question,model_answer,context
Is a Peel an anatomical part of an apple?,Yes.,"['With a vegetable peeler, remove the peel from the top third of the apple.\nWith a zester/stripper, make a decoration down the sides of the remaining skin on the apples.\nWith an apple corer, remove the core of the apple, being careful not to go through the bottom, it should be like a container.\nPlace the apples in a baking dish.\nFill the center of each apple with walnuts, raisins, and maple syrup.\nPut a generous teaspoon of butter on each apple.', ""That's right, an apple peeler is the perfect tool to peel a beet."", 'Core the remaining apple; cut 3 to 5 thin slices (leave the peel on).\nSkewer at one end with a toothpick and spread slices like a fan.']"
"What is the edibility of an apple's Peel - can it be eaten, should it be avoided or must it be avoided?",The peel of an apple can be eaten and is even preferred by some for its added flavor and texture.,"['Depending on the type of apples you use, youll find that you may need to adjust the below amounts of sugar and water.\nYoull also definitely want to use a good quality vanilla.\nLastly, you can either leave the peel on the apples or remove prior to cooking.\nI personally prefer to leave the peel on because Im lazy and dont want to peel so many apples, but I also like the added flavor and texture.\nAgain, depending on your apples the skin may break down more than others.\n1.', 'There is no need to peel or core the apples.\nHowever, if you are using windfalls (and this is a very good recipe in which to do so), cut away any damaged or bruised bits.\nChop the apples into fairly big pieces (each into about 8).\nPlace in a large pan with the cider and 2 1/2 cups of water.\nCook gently until soft, then remove from the heat.\nPush the apple mixture through a sieve or use a food mill to reduce it to a puree.', 'With a vegetable peeler, remove the peel from the top third of the apple.\nWith a zester/stripper, make a decoration down the sides of the remaining skin on the apples.\nWith an apple corer, remove the core of the apple, being careful not to go through the bottom, it should be like a container.\nPlace the apples in a baking dish.\nFill the center of each apple with walnuts, raisins, and maple syrup.\nPut a generous teaspoon of butter on each apple.']"
Is a Stem an anatomical part of an apple?,Yes.,"['I like to leave some of the cores and stems intactthe apples are a little harder to eat, but so beautiful that way.', 'Stems can be cloves and ""apples"" can be dipped in cinnamon or possibly other spice to give them a rosy color.\nServe on pie for decoration.', 'bring out apple, cutting board, a sharp knife and 2 butter knives.\nremove stem from apple.\ncut apple on slight angle so u cut the apple down the center of the core.\none side will have the top, the other side the bottom.\nplace the butt of the apple towards you.\na butter knife on each side.\nslice apple on slight angle from center of half to just past the butt..down to the knife.\nthen again sideways so ur forming a wedge and removing core at same time.\ncut slow and careful.']"
"When cutting an apple, what tool should be used?",A sharp knife.,"['bring out apple, cutting board, a sharp knife and 2 butter knives.\nremove stem from apple.\ncut apple on slight angle so u cut the apple down the center of the core.\none side will have the top, the other side the bottom.\nplace the butt of the apple towards you.\na butter knife on each side.\nslice apple on slight angle from center of half to just past the butt..down to the knife.\nthen again sideways so ur forming a wedge and removing core at same time.\ncut slow and careful.', 'u need ur carving knife.\nyour gonna cut pointed ovals into the apple.\n4 of them.\neach opposite of each other.\ncentered.\npoint knife angled making shape and do same on oposide side.\nshould meet in middle and a small wedge should pop out.\nsee photos.\nthe center of the apple top will be cored out.\nmaking a round shape with knife angled and it should pop right out.\nbetween your pointed ovals your gonna make 2 long verticle cuts.\nlike a long skinny rectangle.\ncarve those out.', 'choose an apple that stands well on its own.\nwash and dry apple.\ncut the top off of the apple about 1/4 of the way down.\nusing a metal measuring tablespoon or large melon baller start coring the bottom of the apple.\nshould take out 3 layers.\ntill u hit the bottom butt of the apple.\nleave side of apple alone.\nur only taking out the core and making it look nice and rounded.\nset aside for later.\nplace the top half of apple in ffront of you.\nu need ur carving knife.']"
"When peeling an apple, what tool should be used?",A peeler or a knife.,"['With a vegetable peeler, remove the peel from the top third of the apple.\nWith a zester/stripper, make a decoration down the sides of the remaining skin on the apples.\nWith an apple corer, remove the core of the apple, being careful not to go through the bottom, it should be like a container.\nPlace the apples in a baking dish.\nFill the center of each apple with walnuts, raisins, and maple syrup.\nPut a generous teaspoon of butter on each apple.', 'Wash the apples carefully, since the peel will be used too.\nIf you use a peeler you can peel the apples easily.\nFor a small amount of apples, a knife is fine.\nCut the apples (700 g) into 8 pieces (or smaller).\nCut the cores into half, and remove the stem and bottom end bits.\nPut the peel and core (totaling about 400g), 1/2 a lemon worth of juice and 800 ml of water in a pan, and simmer over high heat for about 30 minutes.\nStir occasionally with a wooden spatula.', 'Preheat oven to 375 F.\nScore apples with a sharp knife around the top and go down into the apple to create a scoring pattern that you can use to dig out the center of the apple (keep the peel intact with a good amount of flesh still attached).\nSee the related blog link for photos.\nUsing a spoon, dig out the center of the apple, removing the core and seeds and some of the flesh.\nAgain, dont dig all the way through the apple.']"
Is a Core an anatomical part of an avocado?,"No, a core is not typically an anatomical part of an avocado. The central part of an avocado is usually referred to as the pit or stone.","['Divide among the 8 avocado shells, mound attractively.', 'Mound into the hollowed out avocado skins.\nScatter with some parsley for color and serve.', 'Note: using a fully ripe avocado is very important.']"
"What is the edibility of an avocado's Core - can it be eaten, should it be avoided or must it be avoided?",Must be avoided.,"['Note: using a fully ripe avocado is very important.', 'Slice the avocado in half and remove the core.\nSpoon out the flesh and place it in a food processor or blender with the half-and-half, cilantro, Parmesan cheese, lime juice and garlic clove.\nBlend on high until creamy.\nSeason with salt and pepper to taste.\nToss with warm pasta and serve warm or chilled.', 'Halve the avocado, remove seed.\nWith a paring knife, crisscross through the flesh; using a teaspoon, scoop out the diced flesh into a medium-sized bowl.\nAdd the lime juice.\nUsing a fork or pastry blender, mash the avocado, leaving some texture.\nAdd the wasabi paste, ginger, cilantro, garlic and a pinch of salt (to taste).\nMix well.\nTaste and adjust seasoning, adding more wasabi and salt if needed.\nServe with tortilla chips or deep-fried won ton triangles.\nMakes about 1 cup.']"
Is a Shell an anatomical part of an avocado?,Yes.,"['Divide among the 8 avocado shells, mound attractively.', 'Mound into the hollowed out avocado skins.\nScatter with some parsley for color and serve.', 'Save the lemon juice to serve.\nNote: you can score the avocado half with a toothpick and make marks on the shell and place a large green olive in the front of the ""shell"" You can make little ""feet"" by taking the top of a green onion and making cuts to fan on each end of a 2 inch section.\nof green onion top, then cut the section in half and you have ""four feet"".\nYou can take a small strip of pimento and cut in narrow pieces and tuck under the ""shell"" for a tail.']"
Is a Peel an anatomical part of an avocado?,Yes.,"['Make a cut lengthwise down and all the way around the avocado.\nSeparate it into halves.\nStick the corner of your knife into the pit, then remove.\nCut off small sections from the stem end.\nStick your finger down between the flesh and the skin.\nThen peel it all off.\nIt should look like this after peeling.', '1) Cut avocado in half and remove the pit.\n2) Cut along the edge of the avocado (between the peel and the flesh) with a paring knife.\nDo NOT cut through the peel.\nCut flesh in lengthwise strips, leaving it in the peel.\nThen, cut in widthwise strips.\nThe flip the peel inside out and scrape the flesh into a small mixing bowl.\nRepeat until all avocados have been chopped.\n3) Add chopped onion, tomato, and jalapeno to the bowl.\n4) Mash all until desired consistency.', 'Cut avocados lengthwise and remove pit.\nUsing a butter knife, score the avocado in a criss-cross pattern in the peel (this will prevent having to dice when removed from peel).\nScoop out avocado flesh into medium-sized mixing bowl.\nFinely chop onion, tomato & garlic, and stir into avocado.\nAdd lemon juice and garlic salt, if desired, and stir until combined.']"
"What is the edibility of an avocado's Peel - can it be eaten, should it be avoided or must it be avoided?","The edibility of an avocado's peel is that it must be avoided, as the provided context only mentions peeling it off and does not suggest eating it.","['Make a cut lengthwise down and all the way around the avocado.\nSeparate it into halves.\nStick the corner of your knife into the pit, then remove.\nCut off small sections from the stem end.\nStick your finger down between the flesh and the skin.\nThen peel it all off.\nIt should look like this after peeling.', 'Cut avocados lengthwise and remove pit.\nUsing a butter knife, score the avocado in a criss-cross pattern in the peel (this will prevent having to dice when removed from peel).\nScoop out avocado flesh into medium-sized mixing bowl.\nFinely chop onion, tomato & garlic, and stir into avocado.\nAdd lemon juice and garlic salt, if desired, and stir until combined.', ""This is important, because if avocados are ripe enough to be eaten, the halves would be mashed during the peeling process.\nIf you leave the pits in after halving the avocados and dipping them in the lemon water, you can wrap the avocados in plastic wrap and keep them all day in the refrigerator.\nThey won't discolor.""]"
Is a Stem an anatomical part of an avocado?,No.,"['Divide among the 8 avocado shells, mound attractively.', 'Note: using a fully ripe avocado is very important.', 'Mound into the hollowed out avocado skins.\nScatter with some parsley for color and serve.']"
"When cutting an avocado, what tool should be used?",Knife,"['Grind first 4 ingredients together using a bowl and pestel until well ground.\nCut the avocados in half.\nTwist halves to separate and remove the pit with the tip of your knife.\nPlace an avocado half, cut side up, in your palm and make 3-4 evenly spaced lengthwise cuts through the flesh down to the skin, without cutting through the skin.\nMake 4 crosswise cuts in the same location.\nScoop the diced avacado flesh into a medium bowl.\nRepeat with remaining avacodos.', 'Cut avocado with skin on (must be ripe; if ripe will be black skin and feel like a cooked baked potato).\nCut in lengthwise, stick French knife in seed and twist till it comes out.\nTake 1/2 avocado meat out and cut 1/2 inch cubes.\nMix together crabmeat, minced celery, salt, pepper, mayonnaise then gently mix in avocado pcs.\nPlace into avocado half.\nPlace leaf lettuce on plate.\nGarnish with 3 large orange twists on side of salad.\nGarnish other side with kiki and radishes.', 'Cut avocado in half by cutting down to pit, rotate fruit around knife until cut ends meet\nGrab each half and twist to separate halves, 1 should contain the pit\nCarefully whack pit in center with shape blade of knife, so the blade is embedded about 1/4 inch.\nTwist knife (like you did the other half before) until the pit pops out.\nTo remove pit from knife, from the dull side of the blade (back) pinch pit so it pops off knife.\nUse a fork to poke a bunch of holes into the flesh of the avocado.']"
"When peeling an avocado, what tool should be used?",Finger,"['Make a cut lengthwise down and all the way around the avocado.\nSeparate it into halves.\nStick the corner of your knife into the pit, then remove.\nCut off small sections from the stem end.\nStick your finger down between the flesh and the skin.\nThen peel it all off.\nIt should look like this after peeling.', 'Cut avocados lengthwise and remove pit.\nUsing a butter knife, score the avocado in a criss-cross pattern in the peel (this will prevent having to dice when removed from peel).\nScoop out avocado flesh into medium-sized mixing bowl.\nFinely chop onion, tomato & garlic, and stir into avocado.\nAdd lemon juice and garlic salt, if desired, and stir until combined.', 'Prepare all ingredients before peeling and cutting avocados.\nUsing a knife cut avocados in half and remove seed.\nUse a large spoon to remove avocado from skin and place in a bowl.\nCut avocados down to 1-inch chunks while in bowl.\nMeasure all ingredients separately; do not combine any ingredients together.\nAdd liquids, tomatoes and onions to avocados, mix well by hand.\nMix all ingredients together in a separate container.\nMix by hand, being careful not to overmix, causing the avocados to puree.']"
Is a Core an anatomical part of a banana?,No.,"[""It's also delicious with bananas."", 'The exposed part of the banana can now become sliced up bananas as the ""gold-coins"".\nThe part still under the peel can be inverted, bottom side up and become the octopus head (draw a face with a marker).\nUse various berries to become the jewels and other sea creatures.\nThe tops of strawberries become good seaweed, grapes can easily become clams, apples make good scallops and star fish -- etc, etc.', '(Do not worry if a little fiber remains.)\nCut the banana into chunks and put in a blender or possibly food processor.\nSeed the cantelope quarter and cut the flesh from the rind.\nCut the flesh into chunks and add in to the blender.\nAdd in the remaining ingredients and blend till smooth.\nServes 1.']"
Is a Shell an anatomical part of a banana?,No.,"['The exposed part of the banana can now become sliced up bananas as the ""gold-coins"".\nThe part still under the peel can be inverted, bottom side up and become the octopus head (draw a face with a marker).\nUse various berries to become the jewels and other sea creatures.\nThe tops of strawberries become good seaweed, grapes can easily become clams, apples make good scallops and star fish -- etc, etc.', ""It's also delicious with bananas."", 'Layer with slices of ripe banana.\nCover with freshly whipped cream and a few more banana slices.']"
Is a Peel an anatomical part of a banana?,Yes.,"['The exposed part of the banana can now become sliced up bananas as the ""gold-coins"".\nThe part still under the peel can be inverted, bottom side up and become the octopus head (draw a face with a marker).\nUse various berries to become the jewels and other sea creatures.\nThe tops of strawberries become good seaweed, grapes can easily become clams, apples make good scallops and star fish -- etc, etc.', ""When they peel a banana, they see that there's something very different on the inside.\nThe peeling is a protection for the banana.\nWhat other foods do they know that have a peel?\nWhat kind of fruit becomes a raisin?\nHow does a grape become a raisin?"", ""It's also delicious with bananas.""]"
"What is the edibility of a banana's Peel - can it be eaten, should it be avoided or must it be avoided?",The edibility of a banana's peel is that it can be eaten.,"['Once you have completed this stage, you will notice that the skin has started to come away from the banana.\nTake your knife and just move from side to side in a rocking motion.\nDo this the length of the banana and notice how easy the skin comes off.\nPlace the peeled bananas in a pot with cold water and salt making sure that they are completely covered in water and set aside.\nFollow the same procedure with the green plantains and set aside.', 'Remove from foil, place on dish bend side down.\nBy now the inside of the banana and the peel should be soft enough that it will lay flat on a plate.\nSpray whipped cream over open side of banana.\nEat straight out of the peel with a spoon.', 'Freeze unpeeled banana, remove from freezer, slice through peel lengthwise and remove peel.\nSlice frozen banana and toss with brown sugar and yogurt.\nTop with chopped nuts, if desired.']"
Is a Stem an anatomical part of a banana?,No.,"[""It's also delicious with bananas."", 'Plantains look like green bananas and are available in the produce department.', 'The exposed part of the banana can now become sliced up bananas as the ""gold-coins"".\nThe part still under the peel can be inverted, bottom side up and become the octopus head (draw a face with a marker).\nUse various berries to become the jewels and other sea creatures.\nThe tops of strawberries become good seaweed, grapes can easily become clams, apples make good scallops and star fish -- etc, etc.']"
"When cutting a banana, what tool should be used?",Knife,"['Cut banana into small circles approximately 1/2 of an inch thick, depending on the size of the banana.\nApply peanut butter to one piece of bread, use second piece of bread to clean the knife.\nApply Jelly to second piece of bread.\nAdd banana, close sandwich, and eat.', 'Tie a rope on the end of stalk of bananas hang from a firm beam\nAs they get close to being ripen cut from stalk or you will be feeding the wildlife around you', 'Cut off tough edges from banana leaves with kitchen shears, then cut 8 (11-inch square) pieces from leaves, discarding remainder.\nPut each leaf on a 12-inch-square piece of foil, then arrange 2 pieces of meat and some sauce in center of each leaf, using all of sauce, and top each mound with a bay leaf (or if using California leaves, with half a bay leaf).\nFold in all 4 sides of each banana leaf to enclose meat, then wrap tightly in foil.']"
"When peeling a banana, what tool should be used?",A knife.,"['Once you have completed this stage, you will notice that the skin has started to come away from the banana.\nTake your knife and just move from side to side in a rocking motion.\nDo this the length of the banana and notice how easy the skin comes off.\nPlace the peeled bananas in a pot with cold water and salt making sure that they are completely covered in water and set aside.\nFollow the same procedure with the green plantains and set aside.', ""Cut the banana with a knife by cutting off the ends of the bananas and making a cut alond the outside curves of the banana skins, but DO NOT remove the skins (don't cut your fingers).\nPlace the bananas in boiling water and add 1 to 2 tablespoons of salt and 2 teaspoons of oil to make them peel easier.\nBoil the bananas for approximately 20 minutes on medium-low heat.\nIf you boil them too long they will come apart."", 'Cut the banana with a knife by cutting off the ends of the bananas and making a cut alond the outside curves of the banana skins, but DO NOT remove the skins.\nPlace the bananas in boiling water and add 1 to 2 tablespoons of salt and 2 teaspoons of oil to make them peel easier.\nBoil the bananas for approximately 20 minutes on medium-low heat.\nIf you boil them too long they will come apart.\nWhile the bananas cook, make the Escabeche sauce by placing all the rest of the ingredients into a pot.']"
Is a Core an anatomical part of a bean?,No.,"['Mound lima bean mixture in large shallow bowl.\nTop with remaining clams in their shells and serve.', 'beans or other white beans, diced peeled sweet potato or winter squash, or thawed frozen lima beans.', 'Top with beans, potatoes, meat and croutons.']"
Is a Shell an anatomical part of a bean?,Yes.,"['(Eyeless cream peas are among the exceptions.)\nFor obvious reasons, Southerners also fondly refer to the peas as shellies, and as a result of the hours I spent as a child shelling them, I can attest to the sad fact that they take a lot longer to liberate from their shells than they do to eat.', 'Mound lima bean mixture in large shallow bowl.\nTop with remaining clams in their shells and serve.', ""Now to serve, you don't eat the outer shell.\nYou first bite into an individual beans, enough to make a dent and the end of the bean you are holding you squeeze the bean out and eat and throw the outer shell away.\nThe longer you leave the beans in the water the tastier they become.""]"
Is a Peel an anatomical part of a bean?,Yes.,"['beans or other white beans, diced peeled sweet potato or winter squash, or thawed frozen lima beans.', '1.\nIf you havent done so, skin the chickpeas.\nThe easiest way I have found to peel them, is to gently press on the pointy part until the bean pops out.\nEven though this is the most time consuming part, I found it quite relaxing.\n2.\nOnce chickpeas have been peeled, put them, the parsley and sesame seeds into your food processor or blender, and process it until you create a smooth paste.\n3.\nI add the oil at this stage, drizzling it in through the feed chute as the processor runs.', 'Note: I never peel the garbanzo beans (even though I know I should).\nDirections are given below for peeling the beans.\nAdd the garbanzo beans, olive oil, lemon juice, cinnamon and salt to a food processor and process until mixture is smooth.\nIf necessary, add some of the cooking liquid to help blend the mixture better.\nStir in the pine nuts and currants.\nArrange on a platter.']"
Is a Stem an anatomical part of a bean?,No.,"['Top with bean sprouts and garnish with lime wedges.', 'Mound lima bean mixture in large shallow bowl.\nTop with remaining clams in their shells and serve.', 'Mound bean mixture in center, sprinkle with reserved pine nuts and serve.']"
"When cutting a bean, what tool should be used?",A knife should be used to cut a bean.,"['Trim ends from the green beans and cut in 1 1/2 inch lengths.\nSteam or cook the beans in a saucepan of boiling salted water for 5 minutes or until al dente, drain.\nToss with oil, salt and pepper, and tarragon.', 'Wash and trim ends from beans and cut to 4-inch lengths.\nIn each sterile pint jar, place 1 to 2 dill heads and, if desired, 1 clove of garlic.\nPlace whole beans upright in jars, leaving 1/2-inch headspace.\nTrim beans to ensure proper fit, if necessary.\nCombine salt, vinegar water, and pepper flakes (if desired).\nBring to a boil.\nAdd hot solution to beans, leaving 1/2-inch headspace.\nAdjust lids and process according to the recommendations', 'If using a food mill put through medium blade.']"
Is a Core an anatomical part of a cherry?,Yes.,"['Mix all and top with cherry.', 'Top it off with a Candied Cherry (page 215), of course!', 'Blend until firm, add cherry']"
Is a Shell an anatomical part of a cherry?,"No, a shell is not an anatomical part of a cherry. In the context, ""shell"" likely refers to a chocolate shell covering a cherry.","[""When the shell is hard put onto a dessert plate and garnish with some whipped cream.\nPeople are always amazed when they cut this open and find a chocolate covered cherry inside.\nThe cherry won't freeze!"", ""The cherry pits are small, so they're a little harder to take out and might pop."", 'Shell and de-vein prawns.']"
Is a Peel an anatomical part of a cherry?,Yes.,"['Top with two slices of Candied Orange Peel, if using.', 'Top it off with a Candied Cherry (page 215), of course!', '(If the fruit is very big so you can cut it into thirds.)\nThe wedges look like this from the sides.\nThe fruit comes off the peel cleanly and is easy to eat.']"
Is a Stem an anatomical part of a cherry?,Yes.,"['Dip cherries.\nThe stems can be left on for a handle or use a toothpick.\nLet drain.', 'Top it off with a Candied Cherry (page 215), of course!', 'Dry the cherries well with paper towels.\nHolding each cherry by the stem, dip it into the chocolate coating to just reach the bottom of the stem.\nCarefully lay the cherry on its side, so the stem sticks out the side.\nThis will be the tail.\nBefore the coating sets up, stick the flat side of an unwrapped chocolate kiss opposite the tail, to make a pointy-nosed face.\nPick out two nicely shaped slivers of almond, and insert them between the chocolate kiss and the dipped cherry to make little ears.']"
Is a Core an anatomical part of a citron?,Yes.,"['in a food processor or possibly blender, pur', 'In a food processor', 'With the cut sides down, thinly slice the halves crosswise until you reach the core.']"
Is a Shell an anatomical part of a citron?,"No, a shell is not an anatomical part of a citron. In the context provided, ""shell"" refers to the outer covering of a prawn or a pastry container, not a citron. Citrons are a type of citrus fruit.","['Shell and de-vein prawns.', 'Be careful to not to eat any pieces of shell!', 'You can also make this in a regular pie shell.']"
Is a Peel an anatomical part of a citron?,Yes.,"['Top with two slices of Candied Orange Peel, if using.', ""That's right, an apple peeler is the perfect tool to peel a beet."", 'Quarter and core the fruit but do not peel.\nPlace all ingredients in a blender and blend until smooth.']"
"What is the edibility of a citron's Peel - can it be eaten, should it be avoided or must it be avoided?",The peel of a citron can be eaten.,"[""I just can't think of throwing away these peels when they turn out so yummy like this.\nTankan peels are the best.\nUsing spray-type Cointreau Cuisine right before dipping in the chocolate gives them a nice aroma."", 'In a tightly covered container, the peel will keep for 2 to 3 months in the refrigerator.', 'For salads or quick-cooked dishes, scrape the flesh away from the peel, discard the flesh, and blanch the peel in unsalted boiling water.']"
Is a Stem an anatomical part of a citron?,Yes.,"['Include some parts like knuckles, feet or wingsthese are the parts that contain more cartilage.', ""I also discovered that the green part of the stem can be eaten by shaving it thinly and boiling it.\nCut off the top half of the bud.\nIt's best to cut it drastically.\nThe top part is too hard to eat even after boiling it anyway.\nCut it in half.\nWow, it's beautiful.\nCan you see it?\nThe bottom of the purple part has a lot of fine hairs; scoop it out with a knife.\nThe bottom of the hairy part is the artichoke heart.\nBe careful not to scoop out this part."", 'The remaining heart and tender stem are worth the effort and wait!']"
"When cutting a citron, what tool should be used?",Kitchen shears.,"['If using a food mill put through medium blade.', 'Cut into 1/2-inch pieces using clean kitchen shears.', 'Form a rope, and cut into pieces with shap kitchen scissors or a heavy knife.\nWrap in clingfilm or waxed paper.']"
"When peeling a citron, what tool should be used?",Paring knife.,"['Let cool in foil until cool enough to handle.\nIf desired, peels can be scraped off easily with paring knife or rubbed off with paper towels.', 'Set aside to cool before peeling off the skin - wear gloves to protect your hands from staining.\nSlice or cut into wedges.', 'Peel as soon as they are cool enough to handle.']"
Is a Core an anatomical part of a coconut?,"No, a core is not typically considered an anatomical part of a coconut. The main parts of a coconut are the shell (hull), the brown layer, the coconut meat, and the coconut milk.","['Top with toasted coconut.', 'COCONUT PIE: Same as above except add in 1 c. shredded coconut.', ""Hammer a nail through each of the coconut's 3 eyes to puncture.\nDrain and reserve the milk.\nCrack and remove the hull by smacking it on its equator.\nThen, with a vegetable peeler, peel and discard the brown top layer.\nBreak the meat into chunks.\nIn a blender combine coconut meat, coconut milk, honey and 1 cup whole milk.\nBlend until smooth.\nAdd the remaining 2 cups milk and ice and blend until ice is finely crushed.\nStrain and serve in tall glasses over ice.""]"
