question,model_answer,context
Is a Peel an anatomical part of an apple?,Yes.,"['4. Separating the Core from a Peeled Apple', '1.6 Use a vegetable peeler to remove the outer skin from the apple, being careful not to cut your fingers in the process. Stand the apples up, then, using a sharp knife, slice down along the edges of the core to remove the edible flesh of the apple from the inedible core. Cut the edible flesh into smaller slices as you see fit.', 'With a vegetable peeler, remove the peel from the top third of the apple.\nWith a zester/stripper, make a decoration down the sides of the remaining skin on the apples.\nWith an apple corer, remove the core of the apple, being careful not to go through the bottom, it should be like a container.\nPlace the apples in a baking dish.\nFill the center of each apple with walnuts, raisins, and maple syrup.\nPut a generous teaspoon of butter on each apple.']"
"What is the edibility of an apple's Peel - can it be eaten, should it be avoided or must it be avoided?","Apple peel is edible and can be left on for added flavor and texture, though some may prefer to remove it.","['1.6 Use a vegetable peeler to remove the outer skin from the apple, being careful not to cut your fingers in the process. Stand the apples up, then, using a sharp knife, slice down along the edges of the core to remove the edible flesh of the apple from the inedible core. Cut the edible flesh into smaller slices as you see fit.', '1.3 This is more important for deep fried apples, and is optional for dried apple rings. Apple peel contains a great deal of fiber and other nutrients, so you may want to consider leaving the apples intact for dried apple rings. To peel the apples, use a sharp knife to peel off the skin. You can also use a vegetable peeler or mechanical apple peeler, which is a hand-powered crank device that turns an apple on a spit and peels it with a blade.', 'Depending on the type of apples you use, youll find that you may need to adjust the below amounts of sugar and water.\nYoull also definitely want to use a good quality vanilla.\nLastly, you can either leave the peel on the apples or remove prior to cooking.\nI personally prefer to leave the peel on because Im lazy and dont want to peel so many apples, but I also like the added flavor and texture.\nAgain, depending on your apples the skin may break down more than others.\n1.']"
Is a Stem an anatomical part of an apple?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', ""2.5 Put your pencil in the middle of the m-shape you made for the apple's top. Draw a small line that curves up and to the right or left. Then, make another parallel line that's almost directly next to the first line. Sketch a tiny oval at the end of these lines to connect them and complete the stem. If you don't want the cartoon apple to have a stem, you can skip this step."", ""1.4 Draw a short horizontal line near the top of the apple and make the ends curve up like a smile. Then, draw a short vertical line that's the same size as the indent line, but make it curve away to the right or left. Sketch another parallel line with barely any space in between them. Draw a short line at the top to connect the parallel lines of the stem. You can make your stem as short or long as you like.""]"
"When cutting an apple, what tool should be used?",A knife.,"[""1.2 While holding the apple steady, push the knife into it about ⁄4 in (0.64 cm) away from its stem. You are aiming for the spot where the core ends. Cutting any closer to the stem could puncture the core and leave you with more of a mess to clean up later. If you don't have a paring knife handy, another thin blade will do. Choose the thinnest one you have in order to limit damage to the apple's flesh while you go after the core."", ""for an easier time coring. Place the apple on a cutting board for coring. A flat plate will work too, but don't choose an expensive plate. Apply slow but steady pressure to the corer with both hands until it passes all the way through the apple. You can chop up an apple without a corer by simply cutting it into quarters, slicing out the core with your knife, and continuing to chop the apple into smaller pieces. This will take a bit longer and you will need to be especially careful not to cut"", ""1.1 Keep the cutting board on a flat, stable surface. Make sure it can't slide around while you're coring the apple. Since you're going to be using a knife, it's easy to slip and nick your fingers if you're not careful. Try putting something underneath the cutting board to help hold it in place. A damp towel or paper towel works well in a pinch when dealing with wobbly cutting boards. There are also non-stick cutting board mats you can get online and at kitchen supply stores.""]"
"When peeling an apple, what tool should be used?",A vegetable peeler.,"['1.6 Use a vegetable peeler to remove the outer skin from the apple, being careful not to cut your fingers in the process. Stand the apples up, then, using a sharp knife, slice down along the edges of the core to remove the edible flesh of the apple from the inedible core. Cut the edible flesh into smaller slices as you see fit.', '2. Paring an Apple with a Vegetable Peeler\n2.1 This method of peeling is usually much quicker if you remove the uneven ends containing the stem, resulting in two parallel surfaces instead. In preparation for cutting, hold the apple firmly against a cutting board with your non-dominant hand, curling your fingers inward in a ""claw"" shape. This keeps the tougher skin on your knuckles closer to the blade, which reduces the chance of a painful or serious injury when the knife slips.', 'With a vegetable peeler, remove the peel from the top third of the apple.\nWith a zester/stripper, make a decoration down the sides of the remaining skin on the apples.\nWith an apple corer, remove the core of the apple, being careful not to go through the bottom, it should be like a container.\nPlace the apples in a baking dish.\nFill the center of each apple with walnuts, raisins, and maple syrup.\nPut a generous teaspoon of butter on each apple.']"
Is a Core an anatomical part of an avocado?,"No.   The context refers to ""avocado shells"" and ""flesh"", indicating the core is removed.","['and the flesh of half a ripe avocado into a blender. Blend on high speed until smooth and creamy.', 'Divide among the 8 avocado shells, mound attractively.', '2. Disguising the Flavor and Texture of Avocado']"
"What is the edibility of an avocado's Core - can it be eaten, should it be avoided or must it be avoided?",The provided text does not mention the edibility of an avocado core.,"['Note: using a fully ripe avocado is very important.', '2. Disguising the Flavor and Texture of Avocado', 'purchase these and ripen them at home. Choose avocados with unblemished skin. Avoid fruit with dark blemishes, brown spots, dents, and bruises.']"
Is a Shell an anatomical part of an avocado?,Yes.,"['Divide among the 8 avocado shells, mound attractively.', 'the avocado half. If a piece of shell falls into the egg, simply use the shell to scoop it out.', 'Mound into the hollowed out avocado skins.\nScatter with some parsley for color and serve.']"
Is a Peel an anatomical part of an avocado?,Yes.,"['How to Peel an Avocado', 'and the flesh of half a ripe avocado into a blender. Blend on high speed until smooth and creamy.', 'Make a cut lengthwise down and all the way around the avocado.\nSeparate it into halves.\nStick the corner of your knife into the pit, then remove.\nCut off small sections from the stem end.\nStick your finger down between the flesh and the skin.\nThen peel it all off.\nIt should look like this after peeling.']"
"What is the edibility of an avocado's Peel - can it be eaten, should it be avoided or must it be avoided?","The provided text focuses on how to peel an avocado, implying the peel should be removed and is not meant to be eaten.","['How to Peel an Avocado', 'Make a cut lengthwise down and all the way around the avocado.\nSeparate it into halves.\nStick the corner of your knife into the pit, then remove.\nCut off small sections from the stem end.\nStick your finger down between the flesh and the skin.\nThen peel it all off.\nIt should look like this after peeling.', 'purchase these and ripen them at home. Choose avocados with unblemished skin. Avoid fruit with dark blemishes, brown spots, dents, and bruises.']"
Is a Stem an anatomical part of an avocado?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'and the flesh of half a ripe avocado into a blender. Blend on high speed until smooth and creamy.', '1.4 Some people advocate checking for softness by pushing in or removing the stem. If the stem moves easily it means the avocado is ripe. Once the stem is removed the colour of the flesh is also revealed. This method may be effective when judging softness but not when judging colour. To get a good indication of the quality of the flesh more surface area needs to be seen. If you are examining avocados to purchase, you should avoid tampering with the fruit in this way. Removing the stem can']"
"When cutting an avocado, what tool should be used?",A knife.,"['How to Cut an Avocado Without Touching the Flesh', 'How to Eat an Avocado\n1. Cutting an Avocado', 'Grind first 4 ingredients together using a bowl and pestel until well ground.\nCut the avocados in half.\nTwist halves to separate and remove the pit with the tip of your knife.\nPlace an avocado half, cut side up, in your palm and make 3-4 evenly spaced lengthwise cuts through the flesh down to the skin, without cutting through the skin.\nMake 4 crosswise cuts in the same location.\nScoop the diced avacado flesh into a medium bowl.\nRepeat with remaining avacodos.']"
"When peeling an avocado, what tool should be used?",Your finger.,"['How to Peel an Avocado', 'Make a cut lengthwise down and all the way around the avocado.\nSeparate it into halves.\nStick the corner of your knife into the pit, then remove.\nCut off small sections from the stem end.\nStick your finger down between the flesh and the skin.\nThen peel it all off.\nIt should look like this after peeling.', 'Cut avocados lengthwise and remove pit.\nUsing a butter knife, score the avocado in a criss-cross pattern in the peel (this will prevent having to dice when removed from peel).\nScoop out avocado flesh into medium-sized mixing bowl.\nFinely chop onion, tomato & garlic, and stir into avocado.\nAdd lemon juice and garlic salt, if desired, and stir until combined.']"
Is a Core an anatomical part of a banana?,"No.   The context describes using a banana peel and the exposed banana flesh for a craft project, not an internal core.","[""It's also delicious with bananas."", 'The exposed part of the banana can now become sliced up bananas as the ""gold-coins"".\nThe part still under the peel can be inverted, bottom side up and become the octopus head (draw a face with a marker).\nUse various berries to become the jewels and other sea creatures.\nThe tops of strawberries become good seaweed, grapes can easily become clams, apples make good scallops and star fish -- etc, etc.', 'How to Draw a Banana']"
Is a Shell an anatomical part of a banana?,No.   The context refers to the peel as the part that can be inverted.,"['The exposed part of the banana can now become sliced up bananas as the ""gold-coins"".\nThe part still under the peel can be inverted, bottom side up and become the octopus head (draw a face with a marker).\nUse various berries to become the jewels and other sea creatures.\nThe tops of strawberries become good seaweed, grapes can easily become clams, apples make good scallops and star fish -- etc, etc.', ""It's also delicious with bananas."", 'How to Draw a Banana']"
Is a Peel an anatomical part of a banana?,Yes.,"['2. Preserving Peeled Bananas', 'How to Draw a Peeled Banana', '1.5 Cut a line through the peel and halfway through the flesh of a ripe banana, running lengthwise along the inner curve. Stuff mini marshmallows, small chocolate squares, or candy into this slit. Skewer, wrap in foil, and heat over a campfire or on a grill until the inside is melted and the banana is mushy.']"
"What is the edibility of a banana's Peel - can it be eaten, should it be avoided or must it be avoided?",Banana peels are edible but many people find them bitter and unpleasant.,"['2. Preserving Peeled Bananas', 'How to Keep Bananas from Ripening Too Fast\n1. Preserving Bananas in the Peel', '1.3 Bananas have fibrous strands between the skin and the fruit. These usually come off along with the peel, but sometimes they may stick to the fruit. Gently peel these off before eating the banana. They are not bad for you, but many people find them to have a bitter taste and odd texture.']"
Is a Stem an anatomical part of a banana?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', '5. Throwing the Banana\n5.1 Take the stem in your dominant (throwing) hand and make sure that the banana is curving toward, and not away from you. Stand over a cutting board, a table, or something else that can stop the banana from flying out too far away from you.', 'How to Draw a Banana']"
"When cutting a banana, what tool should be used?",A sharp knife.,"[""4. Four Splits\n4.1 The sharper the knife, the easier it'll be able to cut through the skin of the banana. You should also get a cutting board so you can cut the banana on a thick, safe surface.\n4.2 Place the banana on the cutting board and slice it from the very tip all the way to the handle. If the handle/stem is a little tough, you can use your hands to split them apart at the end."", 'Cut banana into small circles approximately 1/2 of an inch thick, depending on the size of the banana.\nApply peanut butter to one piece of bread, use second piece of bread to clean the knife.\nApply Jelly to second piece of bread.\nAdd banana, close sandwich, and eat.', '3. Carving Intricate Designs\n3.1 Bronze knives may also be used, but other metals are likely to cause discoloration in the fruit. Sharp paring knives or Thai carving knives are ideal. The blade of a knife for fruit carving is often only 2–4 inches (5–10 cm) long, but ideally the handle is long and comfortable to hold. Optionally, select additional tools for certain purposes. A zester or garnishing tool with a V-shaped stripe may be the most common of these, used to remove strips from the fruit.']"
"When peeling a banana, what tool should be used?",A knife.,"['How to Draw a Peeled Banana', 'Once you have completed this stage, you will notice that the skin has started to come away from the banana.\nTake your knife and just move from side to side in a rocking motion.\nDo this the length of the banana and notice how easy the skin comes off.\nPlace the peeled bananas in a pot with cold water and salt making sure that they are completely covered in water and set aside.\nFollow the same procedure with the green plantains and set aside.', '1.5 Cut a line through the peel and halfway through the flesh of a ripe banana, running lengthwise along the inner curve. Stuff mini marshmallows, small chocolate squares, or candy into this slit. Skewer, wrap in foil, and heat over a campfire or on a grill until the inside is melted and the banana is mushy.']"
Is a Core an anatomical part of a bean?,"No.   The context refers to preparing beans for consumption, not their internal anatomy.","['Mound lima bean mixture in large shallow bowl.\nTop with remaining clams in their shells and serve.', 'This process is also sometimes described as “topping and tailing” the beans.', 'in fiber include:  beans, artichokes, spinach, broccoli and cabbage.']"
Is a Shell an anatomical part of a bean?,"No.   The context refers to ""shells"" as the outer covering of peas and beans, not an anatomical part.","['(Eyeless cream peas are among the exceptions.)\nFor obvious reasons, Southerners also fondly refer to the peas as shellies, and as a result of the hours I spent as a child shelling them, I can attest to the sad fact that they take a lot longer to liberate from their shells than they do to eat.', 'Mound lima bean mixture in large shallow bowl.\nTop with remaining clams in their shells and serve.', ""Now to serve, you don't eat the outer shell.\nYou first bite into an individual beans, enough to make a dent and the end of the bean you are holding you squeeze the bean out and eat and throw the outer shell away.\nThe longer you leave the beans in the water the tastier they become.""]"
Is a Peel an anatomical part of a bean?,"No.   The context refers to peeling sweet potatoes or squash, not beans.","['beans or other white beans, diced peeled sweet potato or winter squash, or thawed frozen lima beans.', 'This process is also sometimes described as “topping and tailing” the beans.', 'Beans (black or refried)']"
Is a Stem an anatomical part of a bean?,"No.   The context refers to a stem as part of a plant, not a bean.","['stem, which is located in amongst the foliage, or leaves.', '1.2 Draw a circle at the one end of the bean, this will be the head. For the hind joints, draw two overlapping circles. One should be smaller because it’s for the hind leg that is not in full view from the angle. At around the chest part of the wolf, add a slightly elongated circle for the fore legs.', 'This process is also sometimes described as “topping and tailing” the beans.']"
"When cutting a bean, what tool should be used?",A paring knife.,"['hand and a sharp paring knife with your dominant hand. Split the pod with a long, vertical stroke through the middle of the bean. Cut only into the center of the pod, not through it completely. You want access to the tiny, dense seeds in the middle. Go slowly. If the knife slips in your hand against the bean, realign your knife with your previous cut and continue cutting the bean.', '1.3 Use a paring knife to snip the ends off the beans. If the green beans have any bug spots or bruises, you can cut them out with the paring knife.', ""corn or it's ability to be safely preserved. An electric knife can come in handy for making quick, clean cuts. If one of these tools isn't available, you can use either a smooth or serrated blade, provided it's sharp enough to avoid mangling the kernels.""]"
Is a Core an anatomical part of a cherry?,"No.   The provided text describes a core as a part of a pear, not a cherry.","['1.6 The core is a small round area in the middle of the fullest part of the pear, and it contains the seeds. It will have a slightly different texture if you touch the pear’s flesh, and it may look slightly more matte, while the rest of the pear will appear more juicy. Discard the core that you remove from the pear. If you’re serving pear halves, the hole left by the core is perfect for filling with caramel, cheese, or whipped cream.', '2.3 Mature cherry trees take on an umbrella shape. The branches are ""spreading,"" meaning the top of the tree looks wider than the bottom. In contrast, plum trees look round or oval, and pear trees look oval or teardrop-shaped.\n2.4 Fruit trees are often grafted so they will produce fruit. On cherry trees, you\'ll find the graft placed on the trunk, near where the first branches emerge. Other fruit trees usually have grafts on the branches, making them look knotty.', 'and chervil have tender stems. You can chop their stems along with the leaves.']"
Is a Shell an anatomical part of a cherry?,"No.   The context describes a ""shell"" as a hard outer covering for a chocolate-covered cherry, not an anatomical part of the fruit itself.","[""When the shell is hard put onto a dessert plate and garnish with some whipped cream.\nPeople are always amazed when they cut this open and find a chocolate covered cherry inside.\nThe cherry won't freeze!"", '2.3 Mature cherry trees take on an umbrella shape. The branches are ""spreading,"" meaning the top of the tree looks wider than the bottom. In contrast, plum trees look round or oval, and pear trees look oval or teardrop-shaped.\n2.4 Fruit trees are often grafted so they will produce fruit. On cherry trees, you\'ll find the graft placed on the trunk, near where the first branches emerge. Other fruit trees usually have grafts on the branches, making them look knotty.', 'and chervil have tender stems. You can chop their stems along with the leaves.']"
Is a Peel an anatomical part of a cherry?,"No. The context refers to cutting a cherry into petals, implying the peel is a separate layer.","['2. Identifying Cherry Tree Leaves and Bark', 'cigarette. You can grind the cherry out with less smearing this way. Dispose of the cigarette in a trash can.', '2.4 Cut a cherry two-thirds of the way through the fruit. Turn the cherry and make two more cuts, dividing the cherry into six ""petals"" without cutting them apart from each other. Spread the petals carefully apart and press them flat. Optionally, add a small piece of candied fruit or other edible material to the center, and place one or two mint leaves underneath it.']"
Is a Stem an anatomical part of a cherry?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'and chervil have tender stems. You can chop their stems along with the leaves.', '2.3 Mature cherry trees take on an umbrella shape. The branches are ""spreading,"" meaning the top of the tree looks wider than the bottom. In contrast, plum trees look round or oval, and pear trees look oval or teardrop-shaped.\n2.4 Fruit trees are often grafted so they will produce fruit. On cherry trees, you\'ll find the graft placed on the trunk, near where the first branches emerge. Other fruit trees usually have grafts on the branches, making them look knotty.']"
Is a Core an anatomical part of a citron?,"No.   The context refers to ""core"" as a set of muscles, not a part of a fruit.","['parts of the core left behind after the initial cut.', '4. Creating a Strong Core\n4.1 A strong core is necessary for all types of physical training, as the muscles in this area are involved in essentially every move we make. Many muscles make up your core: the rectus abdominis, transverse abdominis, erector spinae, and the obliques.', 'core to keep your spine in alignment and help stabilize your pelvis.']"
Is a Shell an anatomical part of a citron?,"No.   The context refers to shells as part of tortoises, not fruit.","['might only find inedible things like shells or bones.', ""1.2 The shell underneath the tortoise is called the plastron. Taking a look at this part of the shell is often the easiest way to tell a tortoise's sex. If the plastron is indented, or concave, it is most likely male. The concave plastron helps the male to more easily mount the female. If the plastron is flat or convex, it is most likely female. A flat or bulging plastron helps the female carry more eggs."", 'T. orbita, or T. haemastom shells). They also prefer shells that been previously worn, as the inner spiral has often been removed.']"
Is a Peel an anatomical part of a citron?,This text doesn't mention citrons. It discusses eggplant and apples.,"['Generally the peel is left on when the eggplant is halved to hold it together after cooking. {""smallUrl"":""https:\\/\\/www.wikihow.com\\/images\\/thumb\\/0\\/07\\/Cook-Eggplant-Step-26Bullet2.jpg\\/v4-459px-Cook-Eggplant-Step-26Bullet2.jpg"",""bigUrl"":""https:\\/\\/www.wikihow.com\\/images\\/thumb\\/0\\/07\\/Cook-Eggplant-Step-26Bullet2.jpg\\/v4-759px-Cook-Eggplant-Step-26Bullet2.jpg"",""smallWidth"":460,""smallHeight"":306,""bigWidth"":760,""bigHeight"":506.31868131868134,""licensing"":""<div', '4. Separating the Core from a Peeled Apple', 'electric peeler to obtain the skin of the fruit, but note that this may produce more pulp than a hand peeled method.']"
"What is the edibility of a citron's Peel - can it be eaten, should it be avoided or must it be avoided?",A citron's peel can be eaten.,"[""and then peel it before eating. Avoid fruits that can't be peeled or that you haven't peeled yourself."", 'as well as leaving the edible peelings on fruits and vegetables. You should limit saturated fats, prepared foods, fried foods, and refined sugars, such as those found in candy and prepackaged baked goods.', 'you have to peel away by hand. The only way to prevent this is to be very cautious.']"
Is a Stem an anatomical part of a citron?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'a long stem with a cup that is shaped like an upside down triangle.', 'Cheeks\nHocks\nTrotters/feet\nTongue\nOrgans (liver, heart, etc.)']"
"When cutting a citron, what tool should be used?",The provided text focuses on rotary cutters and Dremels for cutting metal. It doesn't mention how to cut a citron.,"['2.1 A rotary cutter is a handheld multitool that spins quickly to cut through materials. Use a rotary cutter with a circular carbide blade so it can easily cut through the carbon arrows without deforming them. Lay the rotary cutter horizontally so the blade is vertical and hangs over the edge of your work surface. Use a C-clamp to secure the tool to your work surface so  it doesn’t shift around while you’re using it. You can buy a rotary cutter from your local hardware store.Tip: Make sure you', ""3. Making Detailed Cuts with Dremels\n3.1 Because dremel blades are small and easy to maneuver, they're best at cutting small or detailed incisions in metal. If you want to make larger cuts, however, you may be better off with tin snips or an electric saw—dremels generally take too much time for big cuts. Dremels are also great for making both straight and curved cuts."", 'How to Choose and Use a Rotary Cutter']"
"When peeling a citron, what tool should be used?",A silicone peeler.,"['3. Using a Silicone Peeler\n3.1 This tool usually costs between $2 and $5. Most peelers are a small silicone cylinder, while some are a flat sheet that you roll up yourself.\n3.2 Remove them from the outer edge first. If you plan to use all the cloves, separate the whole bulb with force from the heel of your hand.\n3.3 Place the tube on the cutting board to catch the skins. If you are using a flat sheet peeler, roll the cloves up inside the rubber sheet and hold it so it doesn’t unravel.', '3.4 Use a paint scraper or a nylon brush or scrubbing pad to chip away the peeling paint. If there is more dried paint underneath the first layer, reapply the stripper and repeat the scraping process as many times as needed until the metal is exposed. For hard to reach crevices, use a wire brush.', 'Let cool in foil until cool enough to handle.\nIf desired, peels can be scraped off easily with paring knife or rubbed off with paper towels.']"
Is a Core an anatomical part of a coconut?,"No.   The context describes the outer shell and fibrous husk of a coconut, but not a ""core"".","['Top with toasted coconut.', '1.2 The palm of a young coconut (the rubbery outer shell surrounding the brown, fibrous nut) should be dense and smooth with little give. Coconuts in the middle stages of development tend to soften a bit, and may display some light wrinkles or depressions. The once-smooth exterior will become wrinkled and woody as the fruit reaches maturity. Until the coconut is ripe enough to drop on its own, it will need to be harvested manually.', '3.6 Once you’ve separated the meat from the shell, there will still be a thin, brown, fibrous skin on the outside. Use a vegetable peeler to carefully remove the skin so just the meat of the coconut is left. After the meat of the coconut is separated from the skin, you’re ready to eat or cook with it.']"
Is a Shell an anatomical part of a coconut?,Yes.,"['the coconut shell and meat by bracing it against your table or counter.', '2. Removing the Top with a Knife\n2.1 Use a cleaver or thick knife to saw away the outer layer of fruit on top of the shell. Continue sawing off the white or tan portion of fruit until you reach the rounded surface of the shell. You will need to cut away multiple slices of the outer coconut before you reach this surface. Young coconuts don’t look like the traditional fruit. Instead of having a fuzzy outer layer, they have a thick, white or light tan outer portion.', '3.6 Once you’ve separated the meat from the shell, there will still be a thin, brown, fibrous skin on the outside. Use a vegetable peeler to carefully remove the skin so just the meat of the coconut is left. After the meat of the coconut is separated from the skin, you’re ready to eat or cook with it.']"
"What is the edibility of a coconut's Shell - can it be eaten, should it be avoided or must it be avoided?",The shell should be avoided/discarded.,"['1.4 Once the shell has cracked in the middle all the way around, the coconut should break in half. Place one half face-down on a cutting board, then whack the shell with the hammer or meat tenderizer. Just hitting it a few times should make the flesh loose enough to pull out. Another option is to keep hitting it on a hard surface until the shell cracks off. Keep turning the shell to hit a new spot each time.', 'The heat will loosen the meat from the shell.\nThe coconut may crack in the oven, which is fine.\nRemove the coconut from the oven.\nHolding it with a dish towel, firmly tap it around the equator with a hammer until it has cracked around the entire circumference and broken apart.\nTry to keep the pieces as large as possible.\nUse a dinner knife to pry the coconut meat from the shell.\nDiscard the shell.\nUsing a vegetable peeler, shave off the papery brown skin from the white coconut meat.', 'The heat will loosen the meat from the shell.\nThe coconut may crack in the oven, which is fine.\nRemove the coconut from the oven.\nHolding it with a dish towel, firmly tap it around the equator with a hammer until it has cracked around the entire circumference and broken apart.\nTry to keep the pieces as large as possible.\nUse a dinner knife to pry the coconut meat from the shell.\nDiscard the shell.\nUsing a vegetable peeler, shave off the papery brown skin from the white coconut meat.']"
Is a Peel an anatomical part of a coconut?,Yes.,"['3.6 Once you’ve separated the meat from the shell, there will still be a thin, brown, fibrous skin on the outside. Use a vegetable peeler to carefully remove the skin so just the meat of the coconut is left. After the meat of the coconut is separated from the skin, you’re ready to eat or cook with it.', 'Top with toasted coconut.', '2. Cutting down Coconuts with a Harvesting Pole']"
Is a Stem an anatomical part of a coconut?,"No.   The context refers to the stem of a coconut palm tree, not a part of the coconut fruit itself.","['stem, which is located in amongst the foliage, or leaves.', '2. Cutting down Coconuts with a Harvesting Pole', '1.4 Sit it so that the ""tail"" of the coconut (the side with the 3 holes on it) is pointing up. The coconut should rest snugly inside the mouth with the leaves fanning out around it. Coconut is considered the purest fruit in Hindu cultures and is also the fruit of Lakshmi. The tail of the coconut should be up. People believe that the coconut is what attracts Lakshmi to someone’s home and is the vessel for how she enters the kalash.']"
