question,model_answer,context
Is a Peel an anatomical part of an apple?,Yes.,"[""You're basically gonna pull this away and eat it, spit the seeds out and eat the flesh off of the skin, and that's pretty good. \n \n- [Audience] Apple. \n- This is an apple. Two pieces of equipment, I have a peeler and a knife. \nFirst thing I do is peel the apple. Take the top off with the peeler, in one round ring. \nTake the bottom off in a round ring, and then just take the skin off, okay? \nPeeled, cut my apple in quarters, and then I take the core out. \n \n- [Audience] Dragon fruit."", ""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""- [Audience] Prickly pear. \n- This is a prickly pear. A prickly pear is basically the fruit from the top of a cactus. \nAll you really need to do is cut off both ends. \nIt's got a beautiful flesh on the inside, and you make a little incision, and the skin should peel right away, and you get this beautiful, beautiful piece of fruit. \nMost people just eat this whole, like this, but you can slice it, and that is prickly pair. \n \n- [Audience] Starfruit.""]"
"What is the edibility of an apple's Peel - can it be eaten, should it be avoided or must it be avoided?",Apple peels should be removed before eating.,"[""You're basically gonna pull this away and eat it, spit the seeds out and eat the flesh off of the skin, and that's pretty good. \n \n- [Audience] Apple. \n- This is an apple. Two pieces of equipment, I have a peeler and a knife. \nFirst thing I do is peel the apple. Take the top off with the peeler, in one round ring. \nTake the bottom off in a round ring, and then just take the skin off, okay? \nPeeled, cut my apple in quarters, and then I take the core out. \n \n- [Audience] Dragon fruit."", ""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""Bitter melon, bitter melon is a member of the watermelon family. It can be eaten in a variety of ways. You don't need to peel it. You do need to take out the seeds though.\nSo I would cut it longways like this and take out these seeds by scraping with a spoon, just like you would, say, a squash. Say you were to saute it you could cut it on an angle like this.""]"
Is a Stem an anatomical part of an apple?,Yes.,"[""This or the pomegranate was in the Garden of Eden. \n- [Audience] Whoa. \n- It wasn't an apple, it was a quince or a pomegranate, a little trivia. [laughs] \n \n- [Audience] Cherimoya. \n- This is a cherimoya. I'm just gonna cut this in half, and there's a bunch of black seeds in the center. \nIt has a white kind of creamy flesh, and you kinda gotta pull it away from the seeds to eat it."", ""- [Audience] Strawberries. \n- This is a strawberry, okay. Couple things you wanna do. You wanna take off the hull, give it a little twist. If there's still a little hard piece in there, get a really sharp paring knife and just the tip goes in here, and you can turn the strawberry around and get that little hard piece of stem out, if you want."", ""You're basically gonna pull this away and eat it, spit the seeds out and eat the flesh off of the skin, and that's pretty good. \n \n- [Audience] Apple. \n- This is an apple. Two pieces of equipment, I have a peeler and a knife. \nFirst thing I do is peel the apple. Take the top off with the peeler, in one round ring. \nTake the bottom off in a round ring, and then just take the skin off, okay? \nPeeled, cut my apple in quarters, and then I take the core out. \n \n- [Audience] Dragon fruit.""]"
"When cutting an apple, what tool should be used?",A knife and peeler.,"[""- [Audience] Honeydew. \n- This is a honeydew, and I'm gonna show you how to cut it. What I like to do with honeydews is square off the ends.\nRound things on cutting boards are dangerous and you cut your fingers a lot, and then I use a small chef knife, and I use that with a little slight sawing motion, and then we cut it in half."", ""- [Audience] Use the hammer! Use the hammer! \n- Okay, you guys ready? Again, we're going for maximum, maximum destruction here. Okay, you ready? \n[audience cheering] \nShould've brought a second chef jacket, guys. [Frank laughing] \nI might not have cut every type of fruit today, but if you kind of just look at it and see how it's shaped, you can pretty much figure out  how you wanna cut it every single time."", ""You're basically gonna pull this away and eat it, spit the seeds out and eat the flesh off of the skin, and that's pretty good. \n \n- [Audience] Apple. \n- This is an apple. Two pieces of equipment, I have a peeler and a knife. \nFirst thing I do is peel the apple. Take the top off with the peeler, in one round ring. \nTake the bottom off in a round ring, and then just take the skin off, okay? \nPeeled, cut my apple in quarters, and then I take the core out. \n \n- [Audience] Dragon fruit.""]"
"When peeling an apple, what tool should be used?",A peeler.,"[""You're basically gonna pull this away and eat it, spit the seeds out and eat the flesh off of the skin, and that's pretty good. \n \n- [Audience] Apple. \n- This is an apple. Two pieces of equipment, I have a peeler and a knife. \nFirst thing I do is peel the apple. Take the top off with the peeler, in one round ring. \nTake the bottom off in a round ring, and then just take the skin off, okay? \nPeeled, cut my apple in quarters, and then I take the core out. \n \n- [Audience] Dragon fruit."", ""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""Turnip, turnip can be used in all the ways you would a parsnip, a carrot, even a potato. Although it has a little bit more of a pungent flavor and a lot of people don't love it.\nIt does need to be peeled. [peeler grinding on turnip] I would take off the end, cut it in half and then I would cut it like this into sort of wedges and then into odd shapes.\nOr you could cut it into sort of wedge-type pieces like that. That's a turnip.""]"
Is a Core an anatomical part of an avocado?,"No. The context describes removing a seed from an avocado, not a core.","[""I'm gonna cut this in half, but look at that, looks like sesame seeds. \nKind of reminds me of cucumbers a little. That's a dragon fruit. \n \n- [Audience] Avocado. \n- This is an avocado. This, I cut in my hand. I take my chef knife, I'm gonna just cut, and instead of moving the knife, I move the avocado. \nI just roll my avocado, leave the knife stationary, okay, twist, beautiful,that one's perfectly ripe. \nThis is where people get stabbed and cut, and they make specialty knives for this."", ""You don't have to really slam it, just a nice little tap, and you see how far the knife goes in?\nTwist it, and then to get the seed off, instead of grabbing at it, you just take your pointer finger and your thumb and you pinch it off and it falls off. \nGive it to your kids, put it in a glass of water and some toothpicks, you'll have an avocado tree."", ""So that's the florets. And then the way to use the stem is you need to cut off the sides or the skin and it's hard to do with a peeler. And you kind of need to take off 'cause it's very tough.\nSo you can see it's kind of woody and fibrous. And the inside is delicious cause it's very tender and it can be also just steamed or sauteed and cut into any size that you'd like. \nAnd you could actually eat this raw, it's really delicious. [knife tapping against wooden board] And that's broccoli.""]"
"What is the edibility of an avocado's Core - can it be eaten, should it be avoided or must it be avoided?",The provided text does not mention the edibility of an avocado core.,"[""I'm gonna cut this in half, but look at that, looks like sesame seeds. \nKind of reminds me of cucumbers a little. That's a dragon fruit. \n \n- [Audience] Avocado. \n- This is an avocado. This, I cut in my hand. I take my chef knife, I'm gonna just cut, and instead of moving the knife, I move the avocado. \nI just roll my avocado, leave the knife stationary, okay, twist, beautiful,that one's perfectly ripe. \nThis is where people get stabbed and cut, and they make specialty knives for this."", ""You don't have to really slam it, just a nice little tap, and you see how far the knife goes in?\nTwist it, and then to get the seed off, instead of grabbing at it, you just take your pointer finger and your thumb and you pinch it off and it falls off. \nGive it to your kids, put it in a glass of water and some toothpicks, you'll have an avocado tree."", ""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel.""]"
Is a Shell an anatomical part of an avocado?,No.,"[""If you squeeze it, you kind of start with a nice dice of avocado and you don't have to take it out and dice it, it's just pretty much already diced for you when you take it out of the skin. \n \n- [Audience] Peach. \n- This is a peach, and this is how you cut a peach. Two types of peaches, a freestone and a clingstone. \nFreestone peach that I have here, the pit will actually come out just by kind of twisting and a little prying."", ""You don't have to really slam it, just a nice little tap, and you see how far the knife goes in?\nTwist it, and then to get the seed off, instead of grabbing at it, you just take your pointer finger and your thumb and you pinch it off and it falls off. \nGive it to your kids, put it in a glass of water and some toothpicks, you'll have an avocado tree."", ""I'm gonna cut this in half, but look at that, looks like sesame seeds. \nKind of reminds me of cucumbers a little. That's a dragon fruit. \n \n- [Audience] Avocado. \n- This is an avocado. This, I cut in my hand. I take my chef knife, I'm gonna just cut, and instead of moving the knife, I move the avocado. \nI just roll my avocado, leave the knife stationary, okay, twist, beautiful,that one's perfectly ripe. \nThis is where people get stabbed and cut, and they make specialty knives for this.""]"
Is a Peel an anatomical part of an avocado?,Yes.,"[""I'm gonna cut this in half, but look at that, looks like sesame seeds. \nKind of reminds me of cucumbers a little. That's a dragon fruit. \n \n- [Audience] Avocado. \n- This is an avocado. This, I cut in my hand. I take my chef knife, I'm gonna just cut, and instead of moving the knife, I move the avocado. \nI just roll my avocado, leave the knife stationary, okay, twist, beautiful,that one's perfectly ripe. \nThis is where people get stabbed and cut, and they make specialty knives for this."", ""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""Taro, taro root is a starchy root vegetable. This is what it looks like on the inside. It needs to be peeled and then thinly shaved before it's fried into chips. It can be made into fritters.\nIt can be cooked with coconut milk and mashed. So to peel it you can use a peeler like this. [peeler grinding against taro] But it gets stuck in your peeler because it's so fibrous. So cutting as little of the flesh as possible.""]"
"What is the edibility of an avocado's Peel - can it be eaten, should it be avoided or must it be avoided?",The provided text does not mention the edibility of avocado peels.,"[""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""I'm gonna cut this in half, but look at that, looks like sesame seeds. \nKind of reminds me of cucumbers a little. That's a dragon fruit. \n \n- [Audience] Avocado. \n- This is an avocado. This, I cut in my hand. I take my chef knife, I'm gonna just cut, and instead of moving the knife, I move the avocado. \nI just roll my avocado, leave the knife stationary, okay, twist, beautiful,that one's perfectly ripe. \nThis is where people get stabbed and cut, and they make specialty knives for this."", ""You don't have to really slam it, just a nice little tap, and you see how far the knife goes in?\nTwist it, and then to get the seed off, instead of grabbing at it, you just take your pointer finger and your thumb and you pinch it off and it falls off. \nGive it to your kids, put it in a glass of water and some toothpicks, you'll have an avocado tree.""]"
Is a Stem an anatomical part of an avocado?,"No. 

The context discusses removing the stem from broccoli, not avocado.","[""So that's the florets. And then the way to use the stem is you need to cut off the sides or the skin and it's hard to do with a peeler. And you kind of need to take off 'cause it's very tough.\nSo you can see it's kind of woody and fibrous. And the inside is delicious cause it's very tender and it can be also just steamed or sauteed and cut into any size that you'd like. \nAnd you could actually eat this raw, it's really delicious. [knife tapping against wooden board] And that's broccoli."", ""I'm gonna cut this in half, but look at that, looks like sesame seeds. \nKind of reminds me of cucumbers a little. That's a dragon fruit. \n \n- [Audience] Avocado. \n- This is an avocado. This, I cut in my hand. I take my chef knife, I'm gonna just cut, and instead of moving the knife, I move the avocado. \nI just roll my avocado, leave the knife stationary, okay, twist, beautiful,that one's perfectly ripe. \nThis is where people get stabbed and cut, and they make specialty knives for this."", ""You don't have to really slam it, just a nice little tap, and you see how far the knife goes in?\nTwist it, and then to get the seed off, instead of grabbing at it, you just take your pointer finger and your thumb and you pinch it off and it falls off. \nGive it to your kids, put it in a glass of water and some toothpicks, you'll have an avocado tree.""]"
"When cutting an avocado, what tool should be used?",A chef knife.,"[""You don't have to really slam it, just a nice little tap, and you see how far the knife goes in?\nTwist it, and then to get the seed off, instead of grabbing at it, you just take your pointer finger and your thumb and you pinch it off and it falls off. \nGive it to your kids, put it in a glass of water and some toothpicks, you'll have an avocado tree."", ""I'm gonna cut this in half, but look at that, looks like sesame seeds. \nKind of reminds me of cucumbers a little. That's a dragon fruit. \n \n- [Audience] Avocado. \n- This is an avocado. This, I cut in my hand. I take my chef knife, I'm gonna just cut, and instead of moving the knife, I move the avocado. \nI just roll my avocado, leave the knife stationary, okay, twist, beautiful,that one's perfectly ripe. \nThis is where people get stabbed and cut, and they make specialty knives for this."", ""If you squeeze it, you kind of start with a nice dice of avocado and you don't have to take it out and dice it, it's just pretty much already diced for you when you take it out of the skin. \n \n- [Audience] Peach. \n- This is a peach, and this is how you cut a peach. Two types of peaches, a freestone and a clingstone. \nFreestone peach that I have here, the pit will actually come out just by kind of twisting and a little prying.""]"
"When peeling an avocado, what tool should be used?",A paring knife.,"[""You don't have to really slam it, just a nice little tap, and you see how far the knife goes in?\nTwist it, and then to get the seed off, instead of grabbing at it, you just take your pointer finger and your thumb and you pinch it off and it falls off. \nGive it to your kids, put it in a glass of water and some toothpicks, you'll have an avocado tree."", ""When it comes to this, there's a couple of ways you can do this. You can cut this in half, and usually the peel will just come right off, and this is, you can dice that, put it in a salad. \nYou can also get a paring knife and do the crosshatch method if you're gonna make guacamole. \nPut the knife in one way, go the other way, and then usually what I do is I just give it a squeeze and it pops right out."", ""Taro, taro root is a starchy root vegetable. This is what it looks like on the inside. It needs to be peeled and then thinly shaved before it's fried into chips. It can be made into fritters.\nIt can be cooked with coconut milk and mashed. So to peel it you can use a peeler like this. [peeler grinding against taro] But it gets stuck in your peeler because it's so fibrous. So cutting as little of the flesh as possible.""]"
Is a Core an anatomical part of a banana?,No.,"[""Supreme orange. \n \n- [Audience] Yellow plantain. \n- This is a yellow plantain, same as the green plantain, except it's just a little riper, a little softer, it's had a little time to mature and get a little sweeter. \nWe're gonna process this and take out the flesh. What I usually do with this, I cut off both ends, I do a little score just with the tip of the knife, once, twice, and I get my finger under the skin, and the peel just comes off like, almost like a regular banana."", ""This or the pomegranate was in the Garden of Eden. \n- [Audience] Whoa. \n- It wasn't an apple, it was a quince or a pomegranate, a little trivia. [laughs] \n \n- [Audience] Cherimoya. \n- This is a cherimoya. I'm just gonna cut this in half, and there's a bunch of black seeds in the center. \nIt has a white kind of creamy flesh, and you kinda gotta pull it away from the seeds to eat it."", ""- [Audience] Prickly pear. \n- This is a prickly pear. A prickly pear is basically the fruit from the top of a cactus. \nAll you really need to do is cut off both ends. \nIt's got a beautiful flesh on the inside, and you make a little incision, and the skin should peel right away, and you get this beautiful, beautiful piece of fruit. \nMost people just eat this whole, like this, but you can slice it, and that is prickly pair. \n \n- [Audience] Starfruit.""]"
Is a Shell an anatomical part of a banana?,"No. 

The provided text discusses various fruits but does not mention bananas or their anatomy.","[""This or the pomegranate was in the Garden of Eden. \n- [Audience] Whoa. \n- It wasn't an apple, it was a quince or a pomegranate, a little trivia. [laughs] \n \n- [Audience] Cherimoya. \n- This is a cherimoya. I'm just gonna cut this in half, and there's a bunch of black seeds in the center. \nIt has a white kind of creamy flesh, and you kinda gotta pull it away from the seeds to eat it."", ""- [Audience] Medium fruits. \n[audience cheering] \nPepino melon. \n- This is a pepino melon. When I hear pepino, I think cucumber because pepino is how you say cucumber in Spanish. \nSo, we crack it open, oh, look at that. I'm gonna give it a whiff. \n[Frank sniffing] \nUm... \n[Frank sniffing] \nSmells like a cross between a cucumber and a melon. Let me cut this in half."", ""- [Audience] Large fruits. \nDurian. \n- Okay, you gotta watch yourself, this is a little dangerous, a durian, or a durian fruit, notorious for being stinky, not allowed in bus stations, not allowed on trains or airplanes. \nThey're basically sequestered. They are the scourge of southeast Asia, okay? \nSo, what I'm gonna do is I'm gonna take a towel and hold it and I'm just gonna score it, right? The skin isn't, it looks a lot tougher than it is.""]"
Is a Peel an anatomical part of a banana?,Yes.,"[""Supreme orange. \n \n- [Audience] Yellow plantain. \n- This is a yellow plantain, same as the green plantain, except it's just a little riper, a little softer, it's had a little time to mature and get a little sweeter. \nWe're gonna process this and take out the flesh. What I usually do with this, I cut off both ends, I do a little score just with the tip of the knife, once, twice, and I get my finger under the skin, and the peel just comes off like, almost like a regular banana."", ""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""- [Audience] Longan. \n- This is a longan fruit, or a longan. They grow on trees, obviously, they got the stems there, and it's a close cousin of lychee fruit. \nReally, all you wanna do is kind of pierce the skin. You can just kind of crack it, and then open it up, it kind of just squeezes out into your hand.""]"
